energy,tempo,danceability,loudness,liveness,valence,speechiness,instrumentalness,acousticness,mode,key,duration_ms,time_signature,popularity,playlist_genre
0.895,125.985,0.762,-4.562,0.204,0.757,0.0734,0.142,0.00623,1.0,8.0,182857.0,4.0,1,gaming
0.915,154.964,0.737,-2.749,0.084,0.304,0.0412,2.58e-05,0.00322,1.0,0.0,86710.0,4.0,1,gaming
0.85,106.036,0.815,-4.704,0.0245,0.694,0.113,0.000143,0.0232,0.0,4.0,133707.0,4.0,1,gaming
0.546,118.051,0.76,-13.092,0.103,0.113,0.0616,0.924,0.0284,1.0,11.0,170847.0,4.0,1,gaming
0.86,146.441,0.585,-5.274,0.18,0.607,0.116,0.000142,0.0566,1.0,6.0,102557.0,4.0,1,gaming
0.636,75.486,0.654,-6.904,0.412,0.267,0.0845,0.0,0.00258,1.0,8.0,140107.0,4.0,1,gaming
0.765,145.988,0.588,-5.914,0.2,0.492,0.0518,3.23e-05,0.00685,0.0,3.0,220878.0,4.0,1,gaming
0.758,165.409,0.681,-6.524,0.555,0.331,0.188,0.0,0.00465,1.0,1.0,220584.0,4.0,1,gaming
0.683,145.379,0.501,-7.881,0.0685,0.623,0.211,9.25e-05,0.109,0.0,6.0,161379.0,5.0,1,afrobeats
0.819,110.14,0.726,-7.094,0.27,0.636,0.106,9.65e-05,0.477,1.0,8.0,141818.0,4.0,1,afrobeats
0.529,112.014,0.782,-8.626,0.413,0.44,0.0592,1.42e-06,0.509,1.0,0.0,156429.0,4.0,1,afrobeats
0.634,101.837,0.502,-3.367,0.188,0.645,0.144,0.0341,0.677,0.0,8.0,219628.0,3.0,1,afrobeats
0.841,147.989,0.754,-4.563,0.0903,0.838,0.0921,0.0,0.136,1.0,2.0,137684.0,4.0,1,afrobeats
0.814,93.482,0.683,-3.505,0.0858,0.758,0.0466,0.00826,0.277,1.0,2.0,156826.0,4.0,1,afrobeats
0.792,113.981,0.749,-4.621,0.0712,0.903,0.0402,1.63e-05,0.308,1.0,5.0,172632.0,4.0,1,afrobeats
0.705,197.98,0.374,-8.37,0.14,0.718,0.145,0.0,0.172,1.0,11.0,193567.0,5.0,1,afrobeats
0.648,93.2,0.737,-5.493,0.105,0.746,0.138,6.92e-06,0.252,1.0,1.0,259354.0,4.0,1,afrobeats
0.719,113.012,0.897,-7.164,0.0677,0.546,0.157,0.000531,0.116,0.0,6.0,157756.0,4.0,1,afrobeats
0.52,95.865,0.578,-8.399,0.124,0.425,0.151,3.38e-06,0.554,0.0,11.0,154579.0,4.0,1,afrobeats
0.651,67.813,0.49,-6.259,0.108,0.567,0.138,7.59e-06,0.714,1.0,11.0,180594.0,5.0,1,afrobeats
0.935,166.008,0.574,-2.783,0.367,0.836,0.0926,1.07e-06,0.112,1.0,1.0,213234.0,4.0,1,j-pop
0.941,101.921,0.577,-5.17,0.0891,0.292,0.105,3.36e-06,0.00207,1.0,1.0,193495.0,4.0,1,j-pop
0.794,149.923,0.531,-4.363,0.082,0.775,0.0964,0.0,0.0176,1.0,10.0,288200.0,4.0,1,j-pop
0.898,151.99,0.479,-4.809,0.297,0.639,0.169,0.0,0.0134,1.0,1.0,196467.0,4.0,1,j-pop
0.822,157.013,0.853,-6.836,0.166,0.746,0.246,0.00985,0.0841,0.0,6.0,168136.0,4.0,1,j-pop
0.905,141.131,0.545,-3.823,0.182,0.735,0.0684,0.0,0.103,1.0,5.0,243027.0,4.0,1,j-pop
0.571,101.955,0.695,-6.249,0.118,0.726,0.111,3.58e-06,0.032,0.0,11.0,270705.0,4.0,1,j-pop
0.811,139.959,0.693,-5.765,0.106,0.944,0.0313,0.0,0.395,1.0,5.0,153626.0,4.0,1,j-pop
0.808,115.063,0.576,-4.241,0.127,0.172,0.0407,0.0,0.00615,1.0,1.0,123293.0,4.0,1,j-pop
0.951,169.955,0.436,-4.748,0.149,0.428,0.202,0.0,0.0046,0.0,7.0,223320.0,4.0,1,j-pop
0.514,82.05,0.829,-5.333,0.231,0.757,0.0531,1.45e-06,0.439,1.0,2.0,226558.0,4.0,1,j-pop
0.836,105.173,0.543,-9.11,0.153,0.56,0.0353,0.431,0.000647,0.0,4.0,515387.0,4.0,1,metal
0.908,159.756,0.285,-4.601,0.311,0.669,0.0705,0.00909,0.0318,0.0,4.0,252733.0,4.0,1,metal
0.704,118.242,0.43,-8.008,0.0933,0.703,0.0804,0.00221,0.000155,0.0,1.0,315120.0,4.0,1,metal
0.934,127.066,0.417,-3.908,0.132,0.287,0.119,0.0015,0.000278,0.0,7.0,210240.0,4.0,1,metal
0.891,92.049,0.283,-8.165,0.159,0.226,0.178,0.0038,0.00678,1.0,2.0,258267.0,4.0,1,metal
0.695,102.178,0.437,-9.447,0.124,0.413,0.0617,0.0857,0.00111,1.0,7.0,447440.0,3.0,1,metal
0.763,148.366,0.365,-9.45,0.0865,0.342,0.0591,0.000457,0.00726,0.0,11.0,204867.0,4.0,1,metal
0.908,114.816,0.415,-9.701,0.082,0.437,0.0765,0.0345,0.00437,1.0,2.0,243533.0,4.0,1,metal
0.982,143.772,0.354,-3.026,0.204,0.194,0.168,0.000294,0.000237,0.0,4.0,252613.0,4.0,1,metal
0.828,123.257,0.577,-8.691,0.0581,0.604,0.0298,0.0114,0.00213,0.0,6.0,331267.0,4.0,1,metal
0.916,118.004,0.58,-4.358,0.126,0.683,0.0387,0.0259,0.000297,0.0,3.0,305907.0,4.0,1,metal
0.898,103.299,0.353,-5.877,0.39,0.525,0.052,0.105,2.23e-05,1.0,2.0,255733.0,4.0,1,metal
0.963,125.033,0.59,-6.489,0.0781,0.586,0.0676,0.000105,8.75e-05,0.0,0.0,222827.0,4.0,1,metal
0.949,129.984,0.554,-4.928,0.2,0.233,0.0787,9.98e-05,0.000318,1.0,2.0,374453.0,4.0,1,metal
0.781,71.841,0.443,-4.277,0.166,0.372,0.0377,0.205,1.33e-05,1.0,1.0,214760.0,4.0,1,metal
0.714,107.441,0.567,-8.512,0.186,0.191,0.0302,0.417,0.0012,0.0,9.0,403533.0,3.0,1,metal
0.821,94.895,0.669,-4.37,0.147,0.684,0.29,0.0,0.00182,0.0,11.0,237573.0,4.0,1,hip-hop
0.72,103.314,0.916,-8.548,0.0958,0.761,0.1,0.00016,0.36,1.0,0.0,237000.0,4.0,1,reggae
0.661,76.71,0.836,-6.502,0.449,0.753,0.338,0.0,0.0208,0.0,7.0,213200.0,4.0,1,reggae
0.733,95.107,0.883,-9.153,0.334,0.946,0.128,0.00026,0.161,0.0,11.0,245000.0,4.0,1,reggae
0.463,124.084,0.929,-8.651,0.0634,0.755,0.308,5.3e-06,0.143,1.0,9.0,255840.0,4.0,1,reggae
0.775,93.431,0.816,-3.323,0.0543,0.527,0.234,0.00031,0.16,1.0,11.0,270587.0,4.0,1,hip-hop
0.697,93.941,0.901,-3.439,0.287,0.67,0.28,0.0,0.145,1.0,9.0,229827.0,4.0,1,hip-hop
0.505,99.935,0.535,-8.926,0.0923,0.495,0.245,0.0,0.0393,0.0,2.0,320267.0,4.0,1,hip-hop
0.63,95.0,0.874,-3.585,0.0582,0.717,0.298,0.00479,0.0578,1.0,1.0,281600.0,4.0,1,hip-hop
0.786,93.857,0.763,-6.472,0.0817,0.504,0.229,0.0114,0.0146,0.0,10.0,325507.0,4.0,1,hip-hop
0.706,174.039,0.584,-7.899,0.125,0.579,0.366,0.0,0.209,0.0,10.0,253533.0,4.0,1,hip-hop
0.62,94.121,0.9,-6.518,0.0647,0.867,0.312,0.00156,0.2,0.0,4.0,236800.0,4.0,1,hip-hop
0.818,96.063,0.889,-4.639,0.179,0.782,0.253,0.0,0.47,1.0,9.0,302760.0,4.0,1,hip-hop
0.821,94.895,0.669,-4.37,0.147,0.684,0.29,0.0,0.00182,0.0,11.0,237573.0,4.0,1,hip-hop
0.514,181.033,0.512,-11.562,0.126,0.565,0.387,0.00958,0.555,0.0,11.0,252027.0,4.0,1,hip-hop
0.611,102.304,0.897,-10.489,0.0894,0.769,0.211,0.186,0.0291,1.0,11.0,208267.0,4.0,1,hip-hop
0.734,97.044,0.918,-2.832,0.191,0.608,0.269,8.01e-06,0.0296,0.0,11.0,230693.0,4.0,1,hip-hop
0.91,84.099,0.665,-4.682,0.227,0.887,0.223,0.0,0.0394,0.0,6.0,293973.0,4.0,1,hip-hop
0.735,101.368,0.934,-6.668,0.107,0.768,0.251,8.6e-06,0.031,1.0,1.0,273107.0,4.0,1,hip-hop
0.54,84.115,0.773,-7.123,0.131,0.322,0.103,0.0,0.371,1.0,6.0,280000.0,4.0,1,hip-hop
0.703,94.828,0.813,-5.077,0.237,0.241,0.268,1.26e-06,0.125,0.0,11.0,224533.0,4.0,1,hip-hop
0.884,104.536,0.845,-4.506,0.203,0.904,0.0759,2.1e-06,0.0128,0.0,6.0,257400.0,4.0,1,hip-hop
0.666,96.662,0.848,-6.547,0.129,0.744,0.274,0.000699,0.173,1.0,0.0,251573.0,4.0,1,hip-hop
0.732,172.329,0.598,-7.013,0.508,0.595,0.425,0.0,0.144,1.0,4.0,262507.0,4.0,1,hip-hop
0.767,127.361,0.532,-5.509,0.39,0.755,0.0574,0.000513,0.00287,1.0,7.0,210173.0,4.0,1,rock
0.795,112.067,0.645,-12.095,0.104,0.535,0.0527,0.00389,0.347,1.0,7.0,251489.0,4.0,1,rock
0.802,119.25,0.491,-7.106,0.387,0.472,0.0392,0.0,0.25,1.0,4.0,248907.0,4.0,1,rock
0.373,92.718,0.671,-18.064,0.0481,0.732,0.0323,8.01e-05,0.257,1.0,9.0,295893.0,4.0,1,rock
0.7,188.386,0.31,-5.678,0.0828,0.763,0.047,0.00965,0.011,1.0,9.0,255493.0,4.0,1,rock
0.942,148.723,0.527,-5.64,0.188,0.495,0.0366,0.0,0.0115,0.0,1.0,241307.0,4.0,1,rock
0.959,122.805,0.541,-2.947,0.344,0.812,0.0505,2.18e-06,0.0663,0.0,0.0,222707.0,4.0,1,rock
0.834,139.13,0.509,-6.205,0.0732,0.774,0.0386,0.0,0.0183,1.0,2.0,216053.0,4.0,1,rock
0.836,113.375,0.743,-6.465,0.384,0.82,0.116,0.0,0.0804,1.0,2.0,188987.0,4.0,1,rock
0.712,113.805,0.671,-7.815,0.103,0.462,0.0476,0.0,0.429,1.0,2.0,248440.0,4.0,1,rock
0.716,94.379,0.535,-5.025,0.659,0.901,0.0431,0.0,0.326,1.0,4.0,175173.0,4.0,1,rock
0.932,122.431,0.631,-4.142,0.0918,0.971,0.0354,0.137,0.0429,1.0,5.0,213067.0,4.0,1,rock
0.835,129.981,0.572,-6.219,0.0702,0.795,0.0317,0.000377,0.171,1.0,0.0,241600.0,4.0,1,rock
0.449,84.383,0.623,-13.333,0.0613,0.573,0.0253,0.0,0.212,1.0,5.0,256000.0,4.0,1,rock
0.843,117.662,0.529,-6.908,0.0608,0.188,0.0616,0.000827,0.0628,0.0,6.0,310333.0,4.0,1,rock
0.873,106.767,0.389,-4.768,0.273,0.303,0.0475,0.0055,0.00532,0.0,4.0,312293.0,4.0,1,rock
0.768,81.909,0.558,-9.997,0.124,0.429,0.0343,0.0626,0.121,1.0,2.0,260573.0,4.0,1,rock
0.549,176.941,0.516,-13.741,0.184,0.907,0.0373,0.00572,0.501,1.0,6.0,288733.0,4.0,1,rock
0.758,112.113,0.489,-6.491,0.092,0.435,0.0297,0.49,0.000678,1.0,7.0,371413.0,4.0,1,rock
0.952,122.093,0.398,-6.042,0.1,0.584,0.061,7.75e-05,0.000373,1.0,4.0,278680.0,4.0,1,rock
0.478,114.02,0.766,-13.487,0.165,0.965,0.0329,2.49e-06,0.0513,1.0,7.0,178360.0,4.0,1,rock
0.953,84.989,0.267,-4.899,0.283,0.568,0.096,0.0,0.00211,0.0,1.0,267307.0,4.0,1,rock
0.803,150.036,0.253,-3.977,0.309,0.258,0.0392,0.0146,0.129,1.0,7.0,308667.0,4.0,1,rock
0.978,141.167,0.526,-5.436,0.0744,0.451,0.108,4.75e-05,0.00122,1.0,8.0,210227.0,4.0,1,rock
0.811,126.59,0.561,-6.157,0.287,0.635,0.0265,3.66e-05,0.00515,1.0,4.0,233270.0,4.0,1,rock
0.872,129.885,0.797,-6.727,0.284,0.866,0.0575,0.0,0.291,0.0,9.0,222427.0,4.0,1,rock
0.908,159.756,0.285,-4.601,0.311,0.669,0.0705,0.00909,0.0318,0.0,4.0,252733.0,4.0,1,rock
0.528,109.975,0.932,-6.472,0.163,0.757,0.161,0.329,0.115,0.0,5.0,214653.0,4.0,1,rock
0.812,127.568,0.691,-7.772,0.299,0.685,0.0558,1.16e-06,0.0433,1.0,0.0,220627.0,4.0,1,rock
0.93,190.818,0.398,-6.76,0.0874,0.725,0.0615,0.121,0.000854,1.0,11.0,408173.0,4.0,1,rock
0.942,97.909,0.511,-10.407,0.139,0.498,0.0429,1.87e-05,0.174,1.0,0.0,393667.0,4.0,1,rock
0.899,152.445,0.475,-4.321,0.14,0.603,0.0637,1.91e-05,0.00375,0.0,9.0,230667.0,4.0,1,rock
0.96,131.707,0.469,-4.809,0.334,0.37,0.0629,1.81e-06,0.141,0.0,4.0,323453.0,4.0,1,rock
0.96,117.486,0.574,-4.906,0.121,0.978,0.032,0.0,0.0457,1.0,9.0,254733.0,4.0,1,rock
0.58,127.402,0.741,-9.05,0.212,0.944,0.0304,3.61e-05,0.117,1.0,4.0,171267.0,4.0,1,rock
0.763,148.366,0.365,-9.45,0.0865,0.342,0.0591,0.000457,0.00726,0.0,11.0,204867.0,4.0,1,rock
0.804,111.457,0.591,-7.299,0.0818,0.658,0.0454,5.98e-06,0.327,1.0,0.0,329413.0,4.0,1,rock
0.427,119.18,0.753,-11.112,0.058,0.295,0.0387,0.00065,0.00787,1.0,0.0,255680.0,4.0,1,rock
0.506,140.309,0.799,-9.414,0.0365,0.518,0.0606,0.00107,0.0453,1.0,2.0,242667.0,4.0,1,rock
0.737,125.447,0.785,-5.306,0.108,0.971,0.0363,0.000107,0.042,1.0,9.0,218960.0,4.0,1,rock
0.846,107.01,0.659,-5.508,0.203,0.659,0.0274,0.0144,0.0318,1.0,7.0,354636.0,4.0,1,rock
0.833,142.663,0.553,-6.667,0.0737,0.773,0.0347,0.00246,0.000646,0.0,2.0,212227.0,4.0,1,rock
0.858,133.615,0.503,-6.296,0.0803,0.419,0.0657,0.00234,0.00757,1.0,8.0,208653.0,5.0,1,rock
0.632,140.176,0.531,-5.557,0.364,0.294,0.0312,1.14e-05,0.16,1.0,6.0,260173.0,4.0,1,rock
0.691,119.96,0.823,-7.322,0.1,0.707,0.197,1.73e-06,0.0774,0.0,9.0,188818.0,4.0,1,hip-hop
0.78,134.937,0.724,-5.407,0.139,0.72,0.354,0.0,0.294,0.0,1.0,170800.0,5.0,1,hip-hop
0.693,87.973,0.702,-4.941,0.0702,0.572,0.191,0.0,0.139,0.0,5.0,233240.0,4.0,1,hip-hop
0.926,105.969,0.682,-2.515,0.19,0.86,0.0607,0.0,0.0404,0.0,3.0,162840.0,4.0,1,k-pop
0.628,140.053,0.668,-4.692,0.0293,0.568,0.046,0.0,0.129,1.0,8.0,138213.0,4.0,1,k-pop
0.747,120.073,0.745,-4.278,0.0738,0.363,0.0815,1.69e-06,0.0073,0.0,11.0,178880.0,4.0,1,k-pop
0.786,91.992,0.695,-2.048,0.109,0.465,0.0666,1.41e-06,0.0668,1.0,9.0,196467.0,4.0,1,k-pop
0.597,170.022,0.77,-4.901,0.239,0.875,0.223,0.0,0.53,1.0,1.0,189707.0,4.0,1,k-pop
0.782,108.038,0.875,-3.905,0.113,0.906,0.078,0.0,0.151,0.0,5.0,167707.0,4.0,1,k-pop
0.895,124.994,0.803,-2.888,0.154,0.757,0.0623,5.67e-06,0.0816,1.0,1.0,219027.0,4.0,1,k-pop
0.728,140.041,0.774,-5.079,0.0473,0.461,0.169,0.0,0.113,1.0,2.0,170357.0,4.0,1,k-pop
0.5,101.959,0.871,-8.675,0.0672,0.76,0.103,3.49e-06,0.32,0.0,11.0,168359.0,4.0,1,k-pop
0.774,109.945,0.801,-3.604,0.0968,0.383,0.157,0.0,0.00871,1.0,1.0,188080.0,4.0,1,k-pop
0.872,131.016,0.644,-1.54,0.363,0.378,0.0417,0.0,0.164,0.0,6.0,214973.0,4.0,1,k-pop
0.592,157.969,0.521,-7.777,0.122,0.535,0.0304,0.0,0.308,0.0,6.0,251668.0,3.0,1,pop
0.783,149.027,0.777,-4.477,0.355,0.939,0.26,0.0,0.0283,0.0,0.0,169917.0,4.0,1,pop
0.507,104.978,0.747,-10.171,0.117,0.438,0.0358,0.0608,0.2,1.0,2.0,210373.0,4.0,1,pop
0.808,108.548,0.554,-4.169,0.159,0.372,0.0368,0.0,0.214,1.0,1.0,166300.0,4.0,1,pop
0.756,116.034,0.66,-3.743,0.193,0.838,0.032,0.0,0.00289,0.0,0.0,170888.0,4.0,1,pop
0.711,146.921,0.487,-4.22,0.152,0.317,0.0322,0.0,0.000175,1.0,8.0,151647.0,4.0,1,pop
0.413,94.938,0.494,-10.432,0.193,0.273,0.0254,6.72e-05,0.682,1.0,11.0,211979.0,4.0,1,pop
0.907,112.964,0.674,-4.086,0.297,0.721,0.064,0.0,0.101,1.0,3.0,157280.0,4.0,1,pop
0.651,112.648,0.694,-6.968,0.0787,0.471,0.0784,1.36e-05,0.496,1.0,6.0,225881.0,3.0,1,pop
0.247,148.101,0.467,-12.002,0.17,0.126,0.0431,0.000271,0.612,0.0,6.0,261467.0,4.0,1,pop
0.776,103.963,0.699,-5.282,0.205,0.708,0.0293,5.36e-06,0.131,1.0,0.0,175459.0,4.0,1,pop
0.722,119.973,0.769,-5.485,0.111,0.57,0.0507,2.56e-06,0.0584,0.0,11.0,256000.0,4.0,1,pop
0.582,116.712,0.7,-5.96,0.0881,0.785,0.0356,0.0,0.0502,0.0,11.0,218424.0,4.0,1,pop
0.563,105.008,0.833,-5.593,0.139,0.343,0.204,1.27e-05,0.528,0.0,4.0,182857.0,4.0,1,pop
0.627,150.273,0.336,-7.463,0.0708,0.35,0.0384,0.0,0.164,1.0,7.0,241107.0,4.0,1,pop
0.598,107.732,0.733,-8.228,0.156,0.935,0.0278,3.71e-06,0.212,1.0,2.0,265960.0,4.0,1,pop
0.471,105.029,0.472,-5.692,0.14,0.219,0.0603,0.0,0.151,1.0,10.0,180304.0,3.0,1,pop
0.668,128.027,0.924,-6.795,0.0678,0.787,0.0469,0.000594,0.446,1.0,11.0,195824.0,4.0,1,pop
0.872,184.115,0.466,-3.344,0.121,0.806,0.0336,0.0,0.0156,1.0,7.0,190428.0,4.0,1,pop
0.586,107.015,0.675,-6.086,0.104,0.621,0.0531,0.0,0.257,1.0,9.0,186365.0,4.0,1,pop
0.406,115.94,0.53,-7.507,0.133,0.338,0.033,0.0,0.656,1.0,10.0,157147.0,3.0,1,pop
0.369,174.097,0.448,-9.514,0.638,0.0998,0.0452,0.272,0.968,1.0,9.0,208212.0,3.0,1,pop
0.627,155.865,0.687,-4.975,0.0893,0.47,0.181,0.0,0.326,1.0,7.0,206066.0,4.0,1,pop
0.807,124.053,0.612,-2.81,0.101,0.398,0.0336,0.0177,0.0495,1.0,10.0,240400.0,4.0,1,pop
0.417,67.528,0.464,-9.345,0.0974,0.479,0.0256,0.022,0.136,0.0,0.0,183956.0,4.0,1,pop
0.604,159.92,0.561,-4.409,0.104,0.242,0.0337,1.9e-05,0.199,1.0,9.0,210689.0,3.0,1,pop
0.559,78.558,0.558,-9.222,0.109,0.62,0.0959,7.49e-06,0.371,1.0,6.0,180387.0,4.0,1,pop
0.661,173.372,0.429,-7.227,0.234,0.285,0.0281,0.000121,0.00239,1.0,11.0,266773.0,4.0,1,pop
0.812,80.09,0.505,-3.986,0.444,0.664,0.461,0.0,0.285,1.0,1.0,255916.0,4.0,1,pop
0.56,134.066,0.853,-4.961,0.0944,0.86,0.0406,0.0,0.013,1.0,1.0,206693.0,4.0,1,pop
0.698,143.994,0.726,-4.165,0.309,0.867,0.0431,0.0,0.049,1.0,5.0,233478.0,4.0,1,pop
0.727,94.99,0.739,-5.968,0.104,0.676,0.0426,0.0,0.0678,0.0,11.0,171870.0,4.0,1,pop
0.555,96.063,0.392,-6.707,0.13,0.191,0.039,0.000253,0.287,0.0,4.0,278015.0,3.0,1,pop
0.52,120.001,0.672,-7.747,0.115,0.37,0.0353,0.0,0.859,1.0,8.0,226600.0,4.0,1,pop
0.47,67.086,0.598,-8.744,0.505,0.879,0.0496,0.0,0.617,1.0,8.0,126267.0,4.0,1,pop
0.64,84.828,0.264,-6.221,0.151,0.19,0.0442,2.31e-06,0.0393,1.0,8.0,244685.0,4.0,1,pop
0.841,109.021,0.635,-5.379,0.0622,0.424,0.0422,0.0,0.0134,1.0,5.0,220734.0,4.0,1,pop
0.706,80.969,0.722,-4.857,0.067,0.599,0.0292,0.0,0.072,1.0,9.0,171292.0,4.0,1,pop
0.757,142.579,0.482,-4.586,0.143,0.12,0.0355,0.0016,0.0137,1.0,6.0,86984.0,4.0,1,pop
0.715,155.925,0.315,-8.072,0.0942,0.497,0.0362,7.97e-06,0.00125,0.0,11.0,289533.0,3.0,1,pop
0.864,105.143,0.556,-5.87,0.209,0.4,0.0584,0.0,0.00958,0.0,3.0,216880.0,4.0,1,pop
0.643,117.025,0.74,-5.446,0.0407,0.96,0.0413,0.00229,0.041,1.0,10.0,251424.0,4.0,1,pop
0.725,130.504,0.633,-4.257,0.205,0.64,0.0427,0.0,0.0461,1.0,5.0,223192.0,4.0,1,pop
0.731,101.654,0.483,-6.696,0.151,0.484,0.0381,0.0,0.436,1.0,1.0,204280.0,4.0,1,pop
0.928,127.939,0.571,-3.725,0.297,0.488,0.0453,0.0,0.00932,0.0,4.0,167012.0,4.0,1,pop
0.513,109.935,0.745,-9.116,0.216,0.929,0.087,0.0,0.783,1.0,1.0,154620.0,3.0,1,pop
0.689,120.208,0.724,-7.174,0.0922,0.936,0.0524,6.77e-06,0.573,0.0,7.0,146141.0,3.0,1,pop
0.621,191.868,0.525,-7.364,0.291,0.592,0.117,0.0,0.0489,1.0,7.0,204093.0,4.0,1,pop
0.424,119.705,0.754,-8.463,0.0652,0.806,0.0363,0.0,0.643,1.0,2.0,130973.0,4.0,1,pop
0.646,115.842,0.645,-8.334,0.074,0.295,0.0427,3.04e-05,0.0615,1.0,5.0,228639.0,4.0,1,pop
0.789,91.911,0.757,-3.46,0.0717,0.464,0.0583,0.0,0.307,0.0,5.0,202174.0,4.0,1,latin
0.778,96.057,0.911,-2.248,0.179,0.345,0.262,2.16e-05,0.0887,1.0,5.0,162768.0,4.0,1,latin
0.786,111.989,0.781,-5.211,0.107,0.759,0.0885,5.88e-06,0.115,0.0,6.0,228253.0,4.0,1,latin
0.411,169.934,0.584,-7.147,0.0955,0.412,0.0838,4.47e-05,0.869,0.0,10.0,217769.0,4.0,1,latin
0.804,110.982,0.82,-7.226,0.064,0.844,0.0528,0.00215,0.175,1.0,9.0,211998.0,4.0,1,latin
0.522,110.427,0.75,-7.018,0.0743,0.601,0.0293,0.0,0.282,1.0,9.0,321556.0,4.0,1,latin
0.888,130.97,0.617,-4.567,0.162,0.771,0.0402,0.0,0.0705,1.0,4.0,240560.0,4.0,1,latin
0.856,123.031,0.748,-3.517,0.142,0.927,0.0348,0.0,0.0824,0.0,11.0,189320.0,4.0,1,latin
0.673,92.06,0.453,-5.649,0.131,0.266,0.144,0.0,0.32,1.0,8.0,159849.0,4.0,1,latin
0.686,79.928,0.647,-5.745,0.528,0.268,0.0413,1.34e-06,0.08,0.0,3.0,258299.0,4.0,1,latin
0.595,108.02,0.777,-6.79,0.0669,0.546,0.0375,0.00139,0.59,1.0,2.0,244444.0,4.0,1,latin
0.588,142.004,0.872,-6.276,0.17,0.93,0.0492,0.0,0.275,1.0,0.0,230704.0,4.0,1,latin
0.498,122.016,0.876,-7.511,0.143,0.428,0.0478,0.0,0.0706,1.0,10.0,173119.0,4.0,1,latin
0.69,151.991,0.839,-4.464,0.176,0.744,0.0615,8.33e-06,0.207,1.0,11.0,196413.0,4.0,1,latin
0.616,103.071,0.797,-10.229,0.0979,0.451,0.375,0.000293,0.762,0.0,1.0,339612.0,4.0,1,latin
0.516,111.005,0.87,-8.006,0.11,0.53,0.0541,0.00823,0.656,1.0,1.0,210200.0,4.0,1,latin
0.543,139.929,0.84,-4.941,0.128,0.74,0.0568,0.0,0.678,1.0,0.0,225812.0,4.0,1,latin
0.623,130.037,0.919,-6.521,0.0609,0.775,0.0992,1.63e-05,0.184,1.0,7.0,157018.0,4.0,1,latin
0.782,128.033,0.621,-5.548,0.23,0.55,0.044,0.033,0.0125,1.0,2.0,198938.0,4.0,1,latin
0.524,83.97,0.653,-9.016,0.203,0.553,0.0502,0.0,0.112,0.0,11.0,160191.0,4.0,1,latin
0.586,189.978,0.326,-7.966,0.0787,0.295,0.0605,0.0,0.531,1.0,6.0,262309.0,4.0,1,latin
0.662,93.976,0.892,-3.894,0.363,0.607,0.162,1.24e-06,0.169,1.0,8.0,227013.0,4.0,1,latin
0.724,83.118,0.569,-4.076,0.27,0.562,0.0474,0.0,0.228,0.0,6.0,194563.0,4.0,1,latin
0.421,98.224,0.537,-8.72,0.138,0.524,0.0285,0.0,0.827,1.0,5.0,184061.0,4.0,1,latin
0.665,100.09,0.858,-4.772,0.119,0.659,0.152,0.0,0.126,1.0,11.0,195587.0,4.0,1,latin
0.534,93.924,0.832,-7.813,0.165,0.116,0.253,0.0,0.345,0.0,1.0,132833.0,4.0,1,arabic
0.542,135.14,0.926,-5.064,0.0877,0.564,0.293,0.0,0.135,1.0,1.0,181929.0,4.0,1,arabic
0.73,155.008,0.834,-3.714,0.124,0.446,0.222,0.0,0.00513,1.0,8.0,312820.0,4.0,1,arabic
0.564,77.972,0.856,-6.295,0.134,0.483,0.392,0.0,0.00327,0.0,6.0,135960.0,4.0,1,arabic
0.576,166.162,0.77,-11.845,0.08,0.364,0.339,0.0,0.138,0.0,8.0,127200.0,4.0,1,arabic
0.716,91.007,0.701,-3.671,0.324,0.732,0.0361,0.0,0.174,0.0,7.0,140533.0,4.0,1,arabic
0.658,140.042,0.8,-6.142,0.111,0.462,0.079,0.0,0.25,0.0,1.0,195429.0,4.0,1,arabic
0.882,148.038,0.569,-2.777,0.142,0.201,0.06,0.0,0.0316,0.0,3.0,191701.0,4.0,1,arabic
0.662,112.509,0.897,-6.903,0.534,0.39,0.292,0.0,0.0852,0.0,1.0,145543.0,4.0,1,arabic
0.346,119.957,0.963,-9.309,0.108,0.562,0.53,0.0,0.0355,0.0,5.0,142273.0,4.0,1,arabic
0.524,140.053,0.747,-6.807,0.2,0.363,0.245,0.0,0.0306,0.0,10.0,213132.0,4.0,1,arabic
0.444,140.063,0.906,-8.692,0.173,0.678,0.384,6.44e-05,0.136,0.0,4.0,235040.0,4.0,1,arabic
0.639,168.112,0.772,-7.119,0.0698,0.261,0.467,0.0,0.15,1.0,1.0,166560.0,4.0,1,arabic
0.487,127.05,0.964,-6.071,0.115,0.108,0.421,6.07e-06,0.00127,0.0,10.0,154024.0,4.0,1,arabic
0.347,75.016,0.884,-8.227,0.0871,0.376,0.35,7e-06,0.015,0.0,8.0,220307.0,4.0,1,arabic
0.619,127.956,0.962,-5.562,0.083,0.154,0.405,0.0,0.0354,0.0,10.0,144652.0,4.0,1,arabic
0.395,76.984,0.793,-5.578,0.109,0.128,0.385,1.4e-05,0.277,1.0,1.0,213287.0,4.0,1,arabic
0.353,87.997,0.797,-9.931,0.102,0.0731,0.369,0.0,0.59,0.0,6.0,208293.0,4.0,1,arabic
0.516,119.996,0.877,-5.426,0.143,0.255,0.0706,0.0,0.215,0.0,2.0,162053.0,4.0,1,arabic
0.744,84.005,0.867,-5.171,0.0713,0.645,0.227,0.0,0.268,1.0,2.0,173288.0,4.0,1,arabic
