energy,tempo,danceability,loudness,liveness,valence,speechiness,instrumentalness,acousticness,mode,key,duration_ms,time_signature,popularity,playlist_genre
0.592,157.969,0.521,-7.777,0.122,0.535,0.0304,0.0,0.308,0.0,6.0,251668.0,3.0,1,pop
0.507,104.978,0.747,-10.171,0.117,0.438,0.0358,0.0608,0.2,1.0,2.0,210373.0,4.0,1,pop
0.808,108.548,0.554,-4.169,0.159,0.372,0.0368,0.0,0.214,1.0,1.0,166300.0,4.0,1,pop
0.91,112.966,0.67,-4.07,0.304,0.786,0.0634,0.0,0.0939,0.0,0.0,157280.0,4.0,1,pop
0.783,149.027,0.777,-4.477,0.355,0.939,0.26,0.0,0.0283,0.0,0.0,169917.0,4.0,1,pop
0.582,116.712,0.7,-5.96,0.0881,0.785,0.0356,0.0,0.0502,0.0,11.0,218424.0,4.0,1,pop
0.561,150.069,0.669,-6.538,0.0954,0.841,0.0411,0.00962,0.495,1.0,10.0,169698.0,4.0,1,pop
0.247,148.101,0.467,-12.002,0.17,0.126,0.0431,0.000271,0.612,0.0,6.0,261467.0,4.0,1,pop
0.416,94.926,0.492,-10.439,0.203,0.297,0.0254,8.61e-05,0.686,1.0,11.0,211979.0,4.0,1,pop
0.722,119.973,0.769,-5.485,0.111,0.57,0.0507,2.56e-06,0.0584,0.0,11.0,256000.0,4.0,1,pop
0.667,130.019,0.776,-6.622,0.0761,0.618,0.0983,0.3,0.0146,1.0,7.0,145219.0,4.0,1,pop
0.586,107.071,0.669,-6.073,0.104,0.579,0.054,0.0,0.274,1.0,9.0,186365.0,4.0,1,pop
0.806,104.032,0.608,-3.443,0.191,0.587,0.0486,0.0,0.121,1.0,1.0,181821.0,4.0,1,pop
0.709,81.012,0.722,-4.95,0.0804,0.604,0.0273,0.0,0.0633,1.0,9.0,171292.0,4.0,1,pop
0.757,139.982,0.742,-4.981,0.305,0.957,0.0421,0.0,0.0187,1.0,6.0,184841.0,4.0,1,pop
0.917,100.987,0.562,-2.768,0.488,0.501,0.117,0.0,0.0513,0.0,11.0,229997.0,4.0,1,pop
0.787,109.939,0.734,-3.951,0.312,0.672,0.116,0.0,0.126,0.0,5.0,155757.0,4.0,1,pop
0.843,122.064,0.619,-5.348,0.164,0.746,0.0284,0.000118,0.00948,0.0,5.0,204829.0,4.0,1,pop
0.406,115.94,0.53,-7.507,0.133,0.338,0.033,0.0,0.656,1.0,10.0,157147.0,3.0,1,pop
0.782,119.992,0.727,-8.529,0.225,0.655,0.042,0.336,0.0563,0.0,8.0,177599.0,4.0,1,pop
0.812,80.09,0.505,-3.986,0.444,0.664,0.461,0.0,0.285,1.0,1.0,255916.0,4.0,1,pop
0.76,103.969,0.701,-5.478,0.185,0.69,0.0285,6.54e-05,0.107,1.0,0.0,175459.0,4.0,1,pop
0.725,116.988,0.894,-4.984,0.0815,0.838,0.0432,1.15e-05,0.00434,0.0,10.0,136627.0,4.0,1,pop
0.563,105.008,0.833,-5.593,0.139,0.343,0.204,1.27e-05,0.528,0.0,4.0,182857.0,4.0,1,pop
0.628,119.98,0.757,-6.715,0.221,0.321,0.101,0.0209,0.189,0.0,4.0,217333.0,4.0,1,pop
0.855,127.986,0.638,-4.86,0.245,0.731,0.0264,0.0,0.00757,1.0,7.0,178206.0,4.0,1,pop
0.62,117.038,0.741,-5.505,0.0398,0.934,0.0412,0.000809,0.0295,1.0,10.0,251424.0,4.0,1,pop
0.339,97.989,0.705,-10.612,0.12,0.457,0.0278,0.0814,0.552,1.0,7.0,236907.0,4.0,1,pop
0.651,112.648,0.694,-6.968,0.0787,0.471,0.0784,1.36e-05,0.496,1.0,6.0,225881.0,3.0,1,pop
0.601,123.994,0.635,-6.129,0.11,0.332,0.0295,0.0,0.246,0.0,1.0,172533.0,4.0,1,pop
0.691,167.029,0.836,-4.222,0.282,0.703,0.363,0.0,0.00586,1.0,1.0,149461.0,4.0,1,pop
0.646,115.842,0.645,-8.334,0.074,0.295,0.0427,3.04e-05,0.0615,1.0,5.0,228639.0,4.0,1,pop
0.471,105.029,0.472,-5.692,0.14,0.219,0.0603,0.0,0.151,1.0,10.0,180304.0,3.0,1,pop
0.709,194.055,0.744,-5.778,0.0847,0.712,0.284,0.0,0.0501,0.0,6.0,130880.0,4.0,1,pop
0.904,167.033,0.739,-2.655,0.0948,0.788,0.0442,1.03e-05,0.549,0.0,5.0,129883.0,4.0,1,pop
0.604,159.92,0.561,-4.409,0.104,0.242,0.0337,1.9e-05,0.199,1.0,9.0,210689.0,3.0,1,pop
0.668,90.969,0.646,-5.203,0.212,0.64,0.0282,0.0,0.491,1.0,2.0,148318.0,4.0,1,pop
0.668,128.027,0.924,-6.795,0.0678,0.787,0.0469,0.000594,0.446,1.0,11.0,195824.0,4.0,1,pop
0.454,159.982,0.689,-7.643,0.0707,0.912,0.0584,0.00259,0.0351,1.0,2.0,159246.0,4.0,1,pop
0.386,192.004,0.504,-10.976,0.0961,0.281,0.0308,1.53e-05,0.502,1.0,11.0,228965.0,4.0,1,pop
0.681,155.079,0.56,-6.304,0.106,0.388,0.244,0.0,0.103,0.0,6.0,223320.0,4.0,1,pop
0.472,101.061,0.898,-7.001,0.141,0.214,0.0776,0.0,0.0107,1.0,1.0,274192.0,4.0,1,pop
0.711,146.921,0.487,-4.22,0.152,0.317,0.0322,0.0,0.000175,1.0,8.0,151647.0,4.0,1,pop
0.712,91.98,0.848,-3.574,0.106,0.692,0.0981,0.0,0.221,0.0,1.0,298131.0,4.0,1,pop
0.645,114.933,0.882,-7.233,0.057,0.788,0.0601,4.13e-05,0.475,1.0,1.0,104419.0,4.0,1,pop
0.872,184.115,0.466,-3.344,0.121,0.806,0.0336,0.0,0.0156,1.0,7.0,190428.0,4.0,1,pop
0.756,116.034,0.66,-3.743,0.193,0.838,0.032,0.0,0.00289,0.0,0.0,170888.0,4.0,1,pop
0.508,147.125,0.579,-9.484,0.0575,0.609,0.027,0.000494,0.00574,1.0,2.0,391376.0,4.0,1,rock
0.89,133.52,0.502,-5.175,0.217,0.259,0.0364,0.0117,0.000147,1.0,4.0,292880.0,4.0,1,rock
0.446,123.596,0.743,-7.807,0.337,0.278,0.0683,0.118,0.0039,0.0,4.0,232107.0,4.0,1,rock
0.43,91.844,0.515,-9.935,0.129,0.104,0.0372,0.000133,0.0097,1.0,7.0,238640.0,4.0,1,rock
0.824,120.125,0.5,-5.846,0.0916,0.539,0.0388,0.00161,0.00016,0.0,4.0,218920.0,4.0,1,rock
0.767,96.483,0.592,-2.788,0.127,0.328,0.027,0.00165,0.0021,0.0,9.0,329733.0,4.0,1,rock
0.952,125.304,0.445,-5.321,0.112,0.624,0.0522,0.0843,0.09,1.0,6.0,356067.0,4.0,1,rock
0.795,158.691,0.464,-9.267,0.399,0.612,0.0926,0.00244,0.0493,1.0,1.0,202267.0,4.0,1,rock
0.492,120.151,0.828,-9.744,0.128,0.789,0.0276,0.00428,0.0644,1.0,0.0,257800.0,4.0,1,rock
0.881,158.066,0.413,-5.541,0.0805,0.364,0.0367,0.000308,5.99e-05,0.0,11.0,250547.0,4.0,1,rock
0.716,94.379,0.535,-5.025,0.659,0.901,0.0431,0.0,0.326,1.0,4.0,175173.0,4.0,1,rock
0.322,93.503,0.475,-10.687,0.11,0.387,0.0283,0.00056,0.367,1.0,7.0,206267.0,4.0,1,rock
0.394,104.114,0.693,-15.882,0.247,0.721,0.0428,0.000694,0.0782,1.0,0.0,238747.0,4.0,1,rock
0.899,152.445,0.475,-4.321,0.14,0.603,0.0637,1.91e-05,0.00375,0.0,9.0,230667.0,4.0,1,rock
0.943,85.064,0.442,-3.205,0.091,0.781,0.0602,8.71e-06,0.00293,1.0,3.0,181533.0,4.0,1,rock
0.345,84.581,0.559,-13.496,0.141,0.458,0.0459,0.000105,0.0576,1.0,4.0,264307.0,4.0,1,rock
0.814,147.193,0.673,-5.411,0.343,0.728,0.0367,0.00293,0.0134,1.0,9.0,252200.0,4.0,1,rock
0.767,127.361,0.532,-5.509,0.39,0.755,0.0574,0.000513,0.00287,1.0,7.0,210173.0,4.0,1,rock
0.863,136.302,0.723,-7.89,0.128,0.931,0.0338,0.0317,0.0383,1.0,2.0,222813.0,4.0,1,rock
0.449,100.456,0.486,-10.298,0.54,0.549,0.0267,2.23e-06,0.166,1.0,5.0,254293.0,4.0,1,rock
0.902,89.74,0.412,-11.6,0.405,0.422,0.405,0.131,0.0484,1.0,9.0,333893.0,4.0,1,rock
0.722,103.886,0.55,-11.729,0.11,0.716,0.0283,0.0129,0.25,0.0,11.0,434720.0,4.0,1,rock
0.944,105.338,0.394,-6.506,0.298,0.265,0.0761,4.54e-06,0.00178,0.0,10.0,292581.0,4.0,1,rock
0.952,122.093,0.398,-6.042,0.1,0.584,0.061,7.75e-05,0.000373,1.0,4.0,278680.0,4.0,1,rock
0.917,171.176,0.356,-6.006,0.406,0.518,0.0479,0.0,0.0335,1.0,9.0,357267.0,4.0,1,rock
0.589,124.634,0.455,-8.64,0.104,0.254,0.0328,0.00358,0.00184,1.0,11.0,283733.0,4.0,1,rock
0.805,113.253,0.438,-6.237,0.0842,0.564,0.0624,5.69e-05,0.00255,1.0,8.0,240800.0,4.0,1,rock
0.239,189.507,0.446,-13.945,0.0697,0.298,0.0316,4.1e-06,0.551,1.0,0.0,336453.0,4.0,1,rock
0.521,123.118,0.721,-8.123,0.127,0.942,0.0613,0.00545,0.0708,1.0,2.0,261413.0,4.0,1,rock
0.67,129.269,0.619,-10.322,0.331,0.777,0.0353,0.0109,0.00165,0.0,11.0,211933.0,4.0,1,rock
0.828,105.25,0.539,-9.108,0.154,0.562,0.035,0.421,0.00067,0.0,4.0,515387.0,4.0,1,rock
0.487,114.965,0.73,-10.991,0.0852,0.731,0.0303,0.01,0.258,1.0,4.0,226653.0,4.0,1,rock
0.697,116.109,0.741,-7.028,0.133,0.774,0.0277,2.28e-05,0.0664,1.0,0.0,160133.0,4.0,1,rock
0.579,127.215,0.62,-9.307,0.0858,0.691,0.0473,6.4e-05,0.0152,1.0,4.0,225627.0,4.0,1,rock
0.912,116.761,0.502,-4.556,0.106,0.72,0.0564,0.000173,2.55e-05,1.0,1.0,301920.0,4.0,1,rock
0.833,88.785,0.466,-4.215,0.0327,0.661,0.304,0.0,0.0266,1.0,7.0,313573.0,4.0,1,rock
0.376,164.775,0.53,-11.913,0.0926,0.188,0.04,0.247,0.0304,0.0,9.0,259947.0,4.0,1,rock
0.786,126.755,0.482,-5.735,0.446,0.793,0.032,8.88e-05,0.00321,1.0,7.0,323000.0,4.0,1,rock
0.789,129.802,0.674,-6.903,0.0753,0.918,0.0676,0.00708,0.00178,1.0,8.0,121160.0,4.0,1,rock
0.441,81.334,0.519,-14.178,0.076,0.25,0.0353,0.000453,0.0204,1.0,4.0,234973.0,4.0,1,rock
0.836,113.375,0.743,-6.465,0.384,0.82,0.116,0.0,0.0804,1.0,2.0,188987.0,4.0,1,rock
0.528,109.975,0.932,-6.472,0.163,0.757,0.161,0.329,0.115,0.0,5.0,214653.0,4.0,1,rock
0.905,128.019,0.602,-4.046,0.117,0.411,0.0775,0.064,0.000202,1.0,2.0,304840.0,4.0,1,rock
0.519,98.883,0.653,-10.164,0.101,0.822,0.0497,0.0209,0.406,1.0,2.0,153693.0,4.0,1,rock
0.946,138.18,0.454,-5.978,0.173,0.647,0.13,0.0,0.0223,0.0,1.0,156147.0,4.0,1,rock
0.828,105.435,0.35,-5.373,0.0774,0.147,0.041,0.000161,0.000217,1.0,6.0,318587.0,4.0,1,rock
0.349,124.348,0.489,-14.295,0.0866,0.622,0.0323,0.0789,0.676,0.0,2.0,196467.0,4.0,1,rock
0.872,159.925,0.587,-5.066,0.622,0.735,0.0484,0.0,0.018,1.0,7.0,221333.0,4.0,1,rock
0.808,151.008,0.577,-7.04,0.221,0.869,0.039,1.33e-05,0.0338,0.0,1.0,290280.0,4.0,1,rock
0.758,112.113,0.489,-6.491,0.092,0.435,0.0297,0.49,0.000678,1.0,7.0,371413.0,4.0,1,rock
0.932,112.937,0.564,-10.068,0.349,0.619,0.0554,0.169,0.013,1.0,11.0,146250.0,4.0,1,rock
0.338,177.765,0.388,-10.054,0.248,0.478,0.0329,3.73e-06,0.652,1.0,10.0,303373.0,4.0,1,rock
0.7,188.386,0.31,-5.678,0.0828,0.763,0.047,0.00965,0.011,1.0,9.0,255493.0,4.0,1,rock
0.691,137.145,0.548,-13.553,0.144,0.667,0.0369,0.106,0.015,0.0,4.0,261933.0,4.0,1,rock
0.532,136.576,0.601,-9.119,0.0925,0.342,0.0286,5.95e-06,0.433,1.0,10.0,281613.0,4.0,1,rock
0.641,203.006,0.256,-10.283,0.0853,0.382,0.0552,0.0329,0.199,1.0,1.0,281160.0,4.0,1,rock
0.755,109.535,0.667,-7.246,0.0523,0.883,0.069,6.94e-05,0.0966,1.0,9.0,286220.0,4.0,1,rock
0.373,92.718,0.671,-18.064,0.0481,0.732,0.0323,8.01e-05,0.257,1.0,9.0,295893.0,4.0,1,rock
0.927,141.466,0.333,-8.55,0.297,0.385,0.0733,0.000208,0.0029,0.0,9.0,308120.0,4.0,1,rock
0.787,126.879,0.767,-9.897,0.0513,0.964,0.0331,0.583,0.0163,1.0,3.0,266200.0,4.0,1,rock
0.366,127.163,0.472,-12.595,0.0837,0.171,0.0286,0.312,0.15,0.0,11.0,382297.0,4.0,1,rock
0.864,81.394,0.437,-7.842,0.242,0.749,0.0904,0.0314,0.396,0.0,4.0,295387.0,4.0,1,rock
0.584,170.411,0.509,-4.907,0.384,0.685,0.057,9.96e-05,0.0368,1.0,0.0,278747.0,4.0,1,rock
0.912,117.399,0.575,-7.275,0.0562,0.843,0.0393,0.00211,0.0916,0.0,7.0,207267.0,4.0,1,rock
0.611,85.387,0.654,-10.45,0.405,0.786,0.119,0.000178,0.0337,1.0,2.0,235000.0,4.0,1,rock
0.482,138.453,0.529,-11.709,0.0842,0.492,0.0599,0.0,0.7,0.0,4.0,516893.0,4.0,1,rock
0.748,134.114,0.618,-8.905,0.0473,0.663,0.358,4.1e-06,0.0384,1.0,0.0,191947.0,4.0,1,rock
0.7,147.245,0.586,-9.558,0.0318,0.897,0.0363,0.00125,0.0589,1.0,0.0,295400.0,4.0,1,rock
0.318,104.522,0.575,-16.729,0.0934,0.385,0.109,0.000202,0.683,1.0,0.0,254173.0,4.0,1,rock
0.706,80.823,0.445,-9.803,0.205,0.768,0.0461,0.000252,0.234,1.0,8.0,266720.0,4.0,1,rock
0.913,115.728,0.574,-4.793,0.156,0.423,0.133,0.00158,0.061,0.0,6.0,208400.0,4.0,1,rock
0.495,124.936,0.532,-6.662,0.0754,0.308,0.0343,0.0,0.659,1.0,10.0,214240.0,4.0,1,rock
0.875,75.009,0.284,-6.069,0.402,0.595,0.0422,0.000461,0.00752,0.0,11.0,340907.0,4.0,1,rock
0.737,103.867,0.662,-9.54,0.119,0.744,0.0296,0.0191,0.108,1.0,0.0,329800.0,4.0,1,rock
0.936,91.577,0.666,-9.919,0.153,0.776,0.0476,0.086,0.00244,1.0,7.0,282907.0,4.0,1,rock
0.432,94.605,0.475,-7.844,0.161,0.648,0.0302,0.0,0.183,1.0,7.0,153467.0,4.0,1,rock
0.549,176.941,0.516,-13.741,0.184,0.907,0.0373,0.00572,0.501,1.0,6.0,288733.0,4.0,1,rock
0.751,89.839,0.421,-9.584,0.17,0.789,0.0472,0.0,0.2,1.0,9.0,145867.0,4.0,1,rock
0.938,168.131,0.324,-7.332,0.0961,0.543,0.102,0.0321,0.032,0.0,6.0,178440.0,4.0,1,rock
0.953,84.989,0.267,-4.899,0.283,0.568,0.096,0.0,0.00211,0.0,1.0,267307.0,4.0,1,rock
0.919,135.997,0.465,-4.025,0.262,0.537,0.0408,2.07e-05,1.83e-05,1.0,4.0,235293.0,4.0,1,rock
0.58,127.402,0.741,-9.05,0.212,0.944,0.0304,3.61e-05,0.117,1.0,4.0,171267.0,4.0,1,rock
0.72,121.864,0.404,-9.18,0.0466,0.475,0.0623,0.836,5.59e-05,0.0,10.0,258467.0,4.0,1,rock
0.927,170.814,0.215,-7.327,0.126,0.49,0.0452,0.00661,0.000273,1.0,9.0,194853.0,4.0,1,rock
0.801,133.769,0.651,-7.34,0.0825,0.776,0.0514,0.0,0.123,1.0,0.0,200480.0,4.0,1,rock
0.262,122.861,0.481,-15.73,0.832,0.375,0.0414,0.0114,0.735,1.0,7.0,334744.0,4.0,1,rock
0.449,84.383,0.623,-13.333,0.0613,0.573,0.0253,0.0,0.212,1.0,5.0,256000.0,4.0,1,rock
0.476,148.117,0.389,-9.342,0.255,0.566,0.0316,5.09e-05,0.619,1.0,9.0,217107.0,4.0,1,rock
0.978,141.167,0.526,-5.436,0.0744,0.451,0.108,4.75e-05,0.00122,1.0,8.0,210227.0,4.0,1,rock
0.842,100.127,0.297,-7.457,0.0848,0.586,0.0488,9.1e-06,0.000286,1.0,6.0,206773.0,4.0,1,rock
0.944,146.347,0.27,-4.199,0.116,0.606,0.0975,2.05e-05,0.00501,1.0,4.0,269920.0,4.0,1,rock
0.182,136.094,0.349,-13.507,0.143,0.178,0.031,0.0152,0.92,1.0,5.0,191973.0,3.0,1,jazz
0.164,58.303,0.136,-18.756,0.109,0.071,0.0364,0.916,0.911,0.0,4.0,166867.0,4.0,1,classical
0.00527,170.612,0.184,-37.264,0.173,0.151,0.0432,0.887,0.995,0.0,1.0,315427.0,3.0,1,classical
0.449,92.468,0.447,-10.634,0.0697,0.036,0.0376,0.961,0.934,1.0,2.0,315427.0,4.0,1,classical
0.812,80.09,0.505,-3.986,0.444,0.664,0.461,0.0,0.285,1.0,1.0,255916.0,4.0,1,hip-hop
0.507,130.007,0.872,-6.323,0.111,0.506,0.072,0.0,0.195,0.0,4.0,158667.0,4.0,1,hip-hop
0.802,128.085,0.835,-4.286,0.0882,0.374,0.243,7.33e-06,0.0311,1.0,7.0,143778.0,4.0,1,hip-hop
0.533,120.011,0.794,-8.206,0.207,0.15,0.0591,2.76e-05,0.14,1.0,9.0,179023.0,4.0,1,hip-hop
0.722,119.973,0.769,-5.485,0.111,0.57,0.0507,2.56e-06,0.0584,0.0,11.0,256000.0,4.0,1,hip-hop
0.684,166.976,0.832,-4.691,0.229,0.68,0.359,0.0,0.00449,1.0,1.0,149461.0,4.0,1,hip-hop
0.642,111.907,0.65,-5.332,0.0855,0.186,0.04,0.0,0.00502,1.0,2.0,127154.0,4.0,1,hip-hop
0.699,129.054,0.92,-6.635,0.0745,0.484,0.358,0.0,0.00768,1.0,11.0,138180.0,4.0,1,hip-hop
0.628,119.98,0.757,-6.715,0.221,0.321,0.101,0.0209,0.189,0.0,4.0,217333.0,4.0,1,hip-hop
0.709,78.53,0.749,-6.385,0.329,0.564,0.259,0.0,0.155,1.0,6.0,181166.0,4.0,1,hip-hop
0.69,125.951,0.853,-5.858,0.0835,0.471,0.0647,0.0,0.0771,1.0,10.0,137143.0,4.0,1,hip-hop
0.754,131.001,0.863,-5.851,0.0913,0.301,0.0611,0.0,0.00125,1.0,11.0,139197.0,4.0,1,hip-hop
0.4,106.682,0.608,-9.519,0.119,0.089,0.32,0.000327,0.029,1.0,1.0,159228.0,5.0,1,hip-hop
0.509,157.94,0.662,-9.159,0.266,0.549,0.322,0.0,0.247,1.0,1.0,136709.0,4.0,1,hip-hop
0.663,143.082,0.76,-4.763,0.305,0.209,0.0551,0.0,0.109,0.0,9.0,148053.0,4.0,1,hip-hop
0.761,147.216,0.649,-4.204,0.207,0.313,0.152,0.0,0.00694,1.0,8.0,150204.0,4.0,1,hip-hop
0.663,184.057,0.672,-5.984,0.134,0.381,0.243,0.0,0.112,1.0,3.0,138324.0,4.0,1,hip-hop
0.681,114.991,0.884,-5.839,0.277,0.324,0.149,0.0,0.0439,1.0,8.0,184294.0,4.0,1,hip-hop
0.723,139.942,0.783,-4.881,0.159,0.294,0.135,0.0,0.0264,1.0,1.0,278001.0,4.0,1,hip-hop
0.831,139.905,0.652,-5.972,0.269,0.648,0.264,0.0,0.0111,0.0,10.0,150997.0,4.0,1,hip-hop
0.525,75.013,0.776,-6.723,0.108,0.467,0.137,0.0,0.0366,1.0,1.0,217613.0,4.0,1,hip-hop
0.5,63.925,0.427,-8.269,0.127,0.269,0.141,0.0,0.286,1.0,0.0,180000.0,5.0,1,hip-hop
0.586,125.845,0.731,-7.564,0.0987,0.147,0.172,0.0,0.116,0.0,1.0,199165.0,4.0,1,hip-hop
0.552,144.941,0.64,-5.679,0.119,0.112,0.129,0.0,0.0215,1.0,2.0,228267.0,4.0,1,hip-hop
0.472,101.061,0.898,-7.001,0.141,0.214,0.0776,0.0,0.0107,1.0,1.0,274192.0,4.0,1,hip-hop
0.859,129.77,0.77,-3.382,0.673,0.64,0.275,0.0,0.362,0.0,10.0,207273.0,4.0,1,hip-hop
0.685,121.991,0.731,-4.707,0.0865,0.458,0.12,0.0,0.054,0.0,11.0,167229.0,4.0,1,hip-hop
0.578,124.005,0.916,-6.275,0.113,0.192,0.124,0.00402,0.00349,1.0,11.0,159894.0,4.0,1,hip-hop
0.574,146.007,0.694,-6.144,0.082,0.286,0.0483,0.0,0.193,0.0,1.0,126356.0,4.0,1,hip-hop
0.867,131.041,0.902,-3.108,0.142,0.799,0.225,0.0,0.0678,0.0,10.0,132338.0,4.0,1,hip-hop
0.692,140.203,0.637,-7.231,0.345,0.427,0.164,0.0,0.0153,0.0,1.0,164366.0,4.0,1,hip-hop
0.478,104.563,0.675,-10.201,0.127,0.39,0.512,7.8e-06,0.0731,1.0,1.0,210286.0,4.0,1,hip-hop
0.878,82.557,0.661,-4.099,0.381,0.514,0.31,0.0,0.00289,1.0,1.0,165413.0,4.0,1,hip-hop
0.396,78.022,0.726,-9.121,0.527,0.413,0.283,0.0,0.269,0.0,5.0,197428.0,4.0,1,hip-hop
0.711,117.038,0.974,-5.206,0.0888,0.328,0.194,3.92e-05,0.0988,0.0,11.0,126832.0,4.0,1,hip-hop
0.527,77.499,0.824,-5.506,0.368,0.212,0.118,0.0,0.149,1.0,8.0,155391.0,4.0,1,hip-hop
0.752,158.042,0.638,-6.227,0.17,0.242,0.0385,0.734,0.0066,0.0,1.0,170188.0,4.0,1,hip-hop
0.826,108.52,0.654,-2.93,0.131,0.417,0.354,0.00146,0.0153,0.0,6.0,256227.0,5.0,1,hip-hop
0.472,101.061,0.898,-7.001,0.141,0.214,0.0776,0.0,0.0107,1.0,1.0,274192.0,4.0,1,hip-hop
0.764,140.113,0.882,-5.241,0.119,0.886,0.204,0.0,0.359,1.0,11.0,140733.0,4.0,1,hip-hop
0.552,144.941,0.64,-5.679,0.119,0.112,0.129,0.0,0.0215,1.0,2.0,228267.0,4.0,1,hip-hop
0.632,123.987,0.848,-7.381,0.282,0.253,0.277,0.0,0.398,1.0,2.0,171198.0,4.0,1,hip-hop
0.805,142.096,0.548,-5.732,0.408,0.649,0.351,0.000405,0.212,1.0,7.0,216387.0,4.0,1,hip-hop
0.631,121.854,0.772,-5.082,0.129,0.433,0.0431,0.0,0.0648,1.0,10.0,173253.0,4.0,1,hip-hop
0.702,125.089,0.871,-8.025,0.0912,0.675,0.253,0.0,0.296,1.0,5.0,131286.0,4.0,1,hip-hop
0.57,142.974,0.787,-5.881,0.135,0.733,0.225,0.0,0.0449,1.0,3.0,223879.0,4.0,1,hip-hop
0.583,116.624,0.709,-5.298,0.195,0.533,0.204,2.97e-06,0.138,0.0,5.0,182667.0,4.0,1,hip-hop
0.592,159.98,0.82,-7.002,0.121,0.4,0.29,4.71e-06,0.0149,1.0,1.0,196180.0,4.0,1,hip-hop
0.68,144.006,0.85,-6.18,0.0964,0.694,0.338,0.0,0.732,0.0,3.0,173333.0,1.0,1,hip-hop
0.758,165.409,0.681,-6.524,0.555,0.331,0.188,0.0,0.00465,1.0,1.0,220584.0,4.0,1,hip-hop
0.413,131.964,0.772,-8.194,0.111,0.211,0.0891,0.0,0.0361,0.0,0.0,246213.0,4.0,1,hip-hop
0.658,151.951,0.752,-6.297,0.0927,0.387,0.342,0.0,0.0421,1.0,0.0,213520.0,4.0,1,hip-hop
0.732,142.791,0.548,-5.652,0.269,0.612,0.336,0.0,0.125,0.0,11.0,127547.0,4.0,1,hip-hop
0.676,143.477,0.594,-5.808,0.163,0.472,0.344,0.0,0.135,1.0,2.0,181145.0,4.0,1,hip-hop
0.618,99.7,0.49,-5.655,0.259,0.286,0.104,3.77e-06,0.0221,1.0,1.0,201600.0,4.0,1,hip-hop
0.35,77.528,0.822,-12.207,0.0757,0.346,0.574,0.0,0.0213,0.0,1.0,186000.0,4.0,1,hip-hop
0.946,150.141,0.804,-5.949,0.359,0.745,0.352,0.0,0.002,1.0,7.0,146880.0,4.0,1,hip-hop
0.626,143.01,0.819,-4.574,0.167,0.415,0.202,0.101,0.00748,0.0,10.0,195906.0,4.0,1,hip-hop
0.592,188.051,0.696,-6.281,0.127,0.232,0.319,0.0,0.152,1.0,1.0,122680.0,4.0,1,hip-hop
0.547,138.05,0.92,-4.98,0.0998,0.606,0.272,1.45e-06,0.0241,0.0,6.0,89536.0,4.0,1,hip-hop
0.395,76.984,0.793,-5.578,0.109,0.128,0.385,1.4e-05,0.277,1.0,1.0,213287.0,4.0,1,hip-hop
0.774,130.007,0.867,-5.791,0.157,0.549,0.315,0.0,0.11,0.0,11.0,142498.0,4.0,1,hip-hop
0.449,136.006,0.578,-6.349,0.119,0.1,0.286,2.17e-06,0.0618,1.0,1.0,192956.0,4.0,1,hip-hop
0.673,165.921,0.529,-4.711,0.093,0.366,0.175,2.41e-06,0.000307,1.0,0.0,218365.0,4.0,1,hip-hop
0.73,156.953,0.729,-5.14,0.118,0.41,0.261,4.33e-05,0.00165,0.0,11.0,191399.0,4.0,1,hip-hop
0.487,127.05,0.964,-6.071,0.115,0.108,0.421,6.07e-06,0.00127,0.0,10.0,154024.0,4.0,1,hip-hop
0.732,149.012,0.841,-5.186,0.136,0.576,0.19,2.18e-05,0.0115,0.0,7.0,143480.0,4.0,1,hip-hop
0.611,134.093,0.711,-5.453,0.23,0.144,0.33,0.0,0.00588,1.0,1.0,252262.0,4.0,1,hip-hop
0.733,130.029,0.847,-6.439,0.151,0.202,0.16,1.04e-05,0.00574,0.0,10.0,193591.0,4.0,1,hip-hop
0.48,143.029,0.846,-8.618,0.0989,0.419,0.359,0.0,0.269,0.0,8.0,169532.0,4.0,1,hip-hop
0.575,120.031,0.88,-6.091,0.109,0.671,0.163,0.0,0.415,1.0,6.0,232048.0,4.0,1,hip-hop
0.727,150.062,0.477,-4.053,0.108,0.227,0.286,0.0,0.000866,1.0,2.0,236524.0,4.0,1,hip-hop
0.495,137.027,0.853,-14.63,0.0844,0.0774,0.14,0.000217,0.0917,1.0,6.0,243228.0,4.0,1,hip-hop
0.434,150.062,0.833,-8.795,0.165,0.281,0.431,0.0219,0.0102,1.0,2.0,204600.0,4.0,1,hip-hop
0.564,77.972,0.856,-6.295,0.134,0.483,0.392,0.0,0.00327,0.0,6.0,135960.0,4.0,1,hip-hop
0.67,139.956,0.79,-5.527,0.119,0.408,0.105,2.32e-06,0.377,1.0,1.0,195950.0,4.0,1,hip-hop
0.733,97.974,0.825,-5.625,0.112,0.62,0.0969,0.0,0.349,0.0,1.0,190331.0,4.0,1,hip-hop
0.567,75.965,0.574,-7.126,0.258,0.526,0.465,0.0,0.164,0.0,7.0,229938.0,4.0,1,hip-hop
0.434,150.062,0.833,-8.795,0.165,0.281,0.431,0.0219,0.0102,1.0,2.0,204600.0,4.0,1,hip-hop
0.665,94.329,0.583,-3.885,0.112,0.463,0.18,0.0,0.314,1.0,1.0,155368.0,4.0,1,hip-hop
0.346,119.957,0.963,-9.309,0.108,0.562,0.53,0.0,0.0355,0.0,5.0,142273.0,4.0,1,hip-hop
